epoch,train_loss,train_acc,ce_loss,orth_loss,coop_loss,aux_loss,val_loss,val_acc,lr
1,4.883046562515433,23.134793447293447,2.0385590767928337,86.09802797411243,0.1293594810018512,6.633250384588867,2.018053008651733,27.42,0.001
2,3.696320136388143,32.238247863247864,1.7575831905729071,6.512416544123592,0.18102302748253543,6.275546173084835,1.6801986436843872,34.86,0.001
3,3.419944024153924,40.7184829059829,1.560874228463893,6.626131451367653,0.14262966892318507,5.999799669977606,1.5070762470245362,42.86,0.001
4,3.1223181421600517,50.22257834757835,1.3505758301824586,6.920698404651762,0.10194075209462744,5.692107627194831,1.281485936164856,53.56,0.001
5,2.9051706410541156,56.61502849002849,1.196035277469885,7.857644512442782,0.07774153020646837,5.448153061065239,1.3194519325256349,53.64,0.001
6,2.73917760061063,60.90856481481482,1.0857284040192934,8.382666913532464,0.06116124435707375,5.242268389786071,1.4955430393218994,50.32,0.001
7,2.607947706836581,64.04024216524216,1.0053052487876002,8.135556740638537,0.044755832591967026,5.078415400621898,1.083110280227661,61.56,0.001
8,2.494363405765631,66.85585826210826,0.9298447487700698,8.45229691997213,0.042616715118755984,4.9404215934949045,0.9485822153091431,67.64,0.001
9,2.3807059129079184,69.26415598290598,0.8673827894392856,7.468614646851846,0.03578349158295199,4.801420316397294,0.9785500131607056,65.86,0.001
10,2.3049878843149907,71.4031339031339,0.8152606898223572,7.920805990186512,0.03226494975918718,4.707107796628251,0.9695383437156677,66.72,0.001
11,2.2191767733321233,73.0324074074074,0.7735922270350986,6.9575081258757505,0.029410497415439357,4.591599831214318,0.824307584810257,71.8,0.001
12,2.146781130733653,74.6772613960114,0.7315105225285913,6.9007547655676165,0.02492384404538364,4.491697345364128,0.7345800550460816,74.84,0.001
13,2.091330710299674,75.53641381766381,0.7031660719305022,6.544578776400313,0.02472286151345299,4.413183156581346,0.8276168794631958,72.68,0.001
14,2.034265819098535,76.88078703703704,0.669556290845246,6.513800848583211,0.024744454442266046,4.336028982091833,0.8666745765686035,72.14,0.001
15,1.9841551013142296,77.85790598290598,0.6453417226290091,6.342474375694906,0.023194967341898513,4.255161121020629,0.9488291739463807,70.2,0.001
16,1.9299332796678244,78.50338319088318,0.6186747652852637,6.5767176633546836,0.021827424353683775,4.155275522134243,0.7624941149711609,74.38,0.001
17,1.8866560679894906,79.23789173789174,0.6058375506828992,6.596958269081225,0.02108020575297864,4.053009663551961,0.7631416211128235,74.88,0.001
18,1.8334995056489254,80.0235933048433,0.5886436958088834,6.399666077051407,0.021534662046323816,3.9397861264709735,0.7030527814865112,77.04,0.001
19,1.7761544593718657,80.55332977207978,0.5688089951660559,6.705434244922084,0.021195234311611903,3.8045027996400145,0.7352951912879944,75.04,0.001
20,1.7487005759508183,81.05635683760684,0.5567031658103323,6.447305455846324,0.021357354615148996,3.761973909503035,0.704444446182251,76.48,0.001
21,1.7205462248576673,81.47035256410257,0.5381231960068401,6.50259346296305,0.022717634582111977,3.7284431151854687,0.6704009466171265,78.18,0.001
22,1.659705823982543,82.01344373219374,0.528694327060993,6.1178701786573795,0.022072342301365996,3.5697878826717364,0.647913991689682,78.28,0.001
23,1.6200665683827848,82.28498931623932,0.5185282637930324,6.196427195839733,0.022967498526613936,3.46907454406434,0.6585445712089538,78.22,0.001
24,1.5772757241528939,82.88372507122507,0.5026063188018962,6.31941968695051,0.025446756358160252,3.3758250260964417,0.5644254006385804,80.54,0.001
25,1.5406101609227325,83.38897792022792,0.49208909519377597,6.196489260746882,0.022132475406695634,3.292209191879316,0.6586361703872681,78.52,0.001
26,1.5135563139901882,83.42236467236468,0.48629339213384865,6.204601048064707,0.02326800527735653,3.221267576570864,0.6807242699623108,78.84,0.001
27,1.4922028800361178,83.77849002849003,0.4768218443943904,6.25909644382292,0.024696617554395627,3.180082880194031,0.6566026381015777,78.06,0.001
28,1.4533039229547875,84.15464743589743,0.46747644614969563,5.928471217467914,0.02464253899039027,3.092582864299459,0.7683470896720886,75.44,0.001
29,1.424743148676011,84.4150641025641,0.45966480345467897,5.8885523165732705,0.022741170350642624,3.024432822849676,0.626519164466858,79.28,0.001
30,1.4001621153959183,84.47293447293447,0.45192762177724105,6.000586262455693,0.024554690107321128,2.9648544462318096,0.6653755353927613,78.1,0.0005
31,1.2928310238737666,86.47391381766381,0.39584926938229476,5.754141614647672,0.033881608364928484,2.8037812940755122,0.5874930865764618,80.3,0.0005
32,1.2591707302294566,87.10158475783476,0.3798440022346301,5.819901558748338,0.03552595222437823,2.7430132495032415,0.5587337110996247,82.02,0.0005
33,1.2369302611405353,87.36422720797721,0.37170881257947014,5.745007382498847,0.03556098629776229,2.698497979389636,0.49945585227012634,83.68,0.0005
34,1.2216904501290062,87.64022435897436,0.36428147168071184,5.685867393797959,0.03781581795283532,2.6748035463512454,0.5252292356491088,82.76,0.0005
35,1.2020116957843814,87.72035256410257,0.3600876087646539,5.590452273686727,0.03630756189850321,2.62611637835489,0.4979461714744568,83.72,0.0005
36,1.1913021481954134,87.7960292022792,0.3574935439814869,5.716154866748386,0.035449572990083285,2.5947316643858906,0.5195780919075013,83.36,0.0005
37,1.1853442312645437,88.1321225071225,0.3510084968177002,5.624233805555903,0.03843185602769553,2.6000498720044085,0.5085304731845856,83.28,0.0005
38,1.166025124893569,88.12099358974359,0.3472893504250763,5.569352863860606,0.03440594893914682,2.5492083584820784,0.5008289177417755,83.48,0.0005
39,1.1519407449964105,88.08760683760684,0.34342847263541315,5.614940370929207,0.03920723132767908,2.514410673722922,0.5365095639705658,82.7,0.0005
40,1.1377411440566734,88.28347578347578,0.3404054784367227,5.4997363620334205,0.03761465163991662,2.4807300132903616,0.5554757984638214,82.5,0.0005
41,1.1268527636840473,88.46153846153847,0.3365253967012775,5.6532861459628805,0.03618698828240745,2.4520127718944495,0.5056105916976928,84.14,0.00025
42,1.0625598885734537,89.68349358974359,0.301064631750441,5.637567315006528,0.045733789645368894,2.358020823905271,0.4981735533952713,84.24,0.00025
43,1.0470222542088936,90.02181267806267,0.2952788598262347,5.467471471199622,0.04622677337919545,2.331266642635704,0.4859173655986786,84.6,0.00025
44,1.0287209898657947,90.28000356125357,0.28266042496404076,5.516953523342426,0.04927498755971251,2.3111825206680514,0.47956383953094484,84.84,0.00025
45,1.0234299741918884,90.16426282051282,0.28345911620858727,5.416918602424469,0.04808856491689329,2.2940202516707937,0.47954826657772065,84.84,0.00025
46,1.0192450819871364,90.29558404558405,0.28105785220097274,5.473641648931041,0.04882800880490545,2.286307303314535,0.5005515773773194,84.18,0.00025
47,1.0109879569789963,90.56267806267806,0.27772712282985024,5.609606380815859,0.05034090400251568,2.26560597643893,0.47331418418884275,84.94,0.00025
48,0.9977035400194999,90.74741809116809,0.271764848413121,5.449111700057983,0.05079803276180881,2.2466248440267016,0.47355779948234555,85.4,0.00025
49,0.9936595550629488,90.70735398860398,0.27062714273943184,5.498480819569014,0.05021667955947398,2.2351947068488838,0.47261430044174196,85.06,0.00025
50,0.9892376708848524,90.87873931623932,0.27006629992414405,5.44269891851648,0.05101561491136198,2.224317122388769,0.48593847041130067,84.82,0.00025
51,0.9818299052722094,90.82754629629629,0.2675737145110073,5.333208185994727,0.051839149108639467,2.2117201497412133,0.49624468231201174,84.96,0.00025
52,0.9774008119887436,90.63612891737891,0.26723295136055036,5.346527043910448,0.04933285632534244,2.1972307021122033,0.47112699222564697,85.24,0.00025
53,0.9647341611718181,91.03454415954415,0.25909580358243056,5.464363562075841,0.051743921221491275,2.178606309102811,0.5055153164863586,84.64,0.00025
54,0.962076021904959,91.05235042735043,0.259541347729005,5.399395640419419,0.05123011969518118,2.170340668102275,0.4770560315608978,85.08,0.00025
55,0.9555290728552729,91.18367165242165,0.2581660450141654,5.301277174908891,0.051666333740762835,2.1564451619091196,0.46473157114982605,85.66,0.00025
56,0.954533796534579,91.19702635327636,0.256572682803173,5.396860001773237,0.052179761294625766,2.1553382571266586,0.4633523219347,85.32,0.00025
57,0.9512984706805303,91.3795405982906,0.2507340593045933,6.062343462240323,0.05602953152099566,2.1424747654515452,0.521498134970665,84.04,0.00025
58,0.941141638321075,91.56650641025641,0.24614995130022027,6.020088568711892,0.05770440053651136,2.1255866638955228,0.4987972007751465,84.68,0.00025
59,0.9459769291076225,91.26825142450143,0.250990832378382,5.768182821762868,0.05610153868667081,2.133697737995376,0.4869743176162243,84.98,0.00025
60,0.9338033015911396,91.36173433048432,0.24879536650374404,5.518849207804753,0.05359565937875682,2.1083306712642353,0.4719251546025276,85.38,0.00025
61,0.9275849408913203,91.61992521367522,0.24534924969374283,5.438190056727483,0.055826186199813145,2.1021502768551863,0.5541119897842407,83.82,0.00025
62,0.9208487479435412,91.65331196581197,0.24298680295631755,5.445394149193397,0.056275480111100395,2.0874058476880064,0.5536697427988052,83.54,0.000125
63,0.8821252350114349,92.31659544159544,0.22298531351011364,5.425378728116679,0.059045749745647455,2.0261279894755435,0.4609999340057373,85.94,0.000125
64,0.8701074473199002,92.67494658119658,0.2158454312303467,5.403497941813238,0.062051099844467945,2.0110985614635326,0.4693826624274254,85.74,0.000125
65,0.8672154681635039,92.66604344729345,0.21456785922461424,5.477313949171974,0.06098305620783754,2.0030786617529017,0.48428214511871337,85.4,0.000125
66,0.8686072692232594,92.58814102564102,0.21690050752414258,5.421026785489161,0.06167591968153277,2.0019342291389095,0.46315810437202454,86.32,0.000125
67,0.8591161706508734,92.74839743589743,0.2108344318095775,5.394196913792537,0.062120466575323684,1.991485906462384,0.47630553793907165,85.28,0.000125
68,0.8605534436016681,92.79068732193733,0.21205570149710376,5.3772379696538986,0.06288414788127285,1.9928984920523445,0.4740624061822891,85.88,0.000125
69,0.8570130623643555,92.74394586894587,0.21192892729981333,5.222804605111777,0.06317119355554934,1.9867154247740395,0.4694006279230118,86.0,6.25e-05
70,0.8330317839258417,93.28926282051282,0.19850855586026128,5.2949193305099795,0.06609698624862226,1.9495961910639055,0.47966832211017607,85.58,6.25e-05
71,0.8327103308123401,93.15349002849003,0.20039494719855128,5.268174570849818,0.06533503453870784,1.9430012098404756,0.46349918384552,86.22,6.25e-05
72,0.8286208768515845,93.2247150997151,0.19738184100287592,5.3006283442179365,0.06587079687420799,1.9384208914221521,0.46622406253814697,86.0,6.25e-05
73,0.8296365170736938,93.20913461538461,0.19842339771935064,5.204290186238085,0.06765782650549527,1.9418436129208643,0.4624622530460358,85.96,6.25e-05
74,0.8248565506052088,93.26032763532764,0.19501056648429982,5.27397623361006,0.06772229768484406,1.9349743844437124,0.47567314665317534,86.32,6.25e-05
75,0.8207053883462889,93.40945512820512,0.19238540207558547,5.391288823891229,0.06810309565984286,1.9260407594534068,0.48164130477905276,85.8,3.125e-05
76,0.815646832145517,93.4940349002849,0.19040330187377766,5.320271632610223,0.06849891380367117,1.918219131282252,0.4736030817985535,86.06,3.125e-05
77,0.8104258110040953,93.58529202279202,0.18668757476697959,5.338568187507129,0.07100850668473122,1.913009859218217,0.4711060911178589,86.28,3.125e-05
78,0.8074259318177857,93.6008725071225,0.18707955365422105,5.303641100554724,0.06962420067556224,1.902637183836043,0.46848471412658693,86.08,3.125e-05
79,0.8038721147425834,93.69880698005699,0.18456030840802395,5.2967200177347555,0.07057904164463366,1.8995784510914078,0.4781805624485016,86.18,3.125e-05
80,0.8038576573048561,93.59419515669515,0.18567397523979176,5.334034586903716,0.06887836992061376,1.8942907617302702,0.4670347695350647,85.92,3.125e-05
