epoch,train_loss,train_acc,ce_loss,orth_loss,coop_loss,aux_loss,val_loss,val_acc,lr
1,1.539261340755343,42.73504273504273,1.539261340755343,0.0,0.0,0.0,1.511500531387329,48.56,0.001
2,1.1903725487214547,57.100249287749286,1.1903725487214547,0.0,0.0,0.0,1.1191084774017335,60.34,0.001
3,1.031907596479454,63.11431623931624,1.031907596479454,0.0,0.0,0.0,1.1480412848472594,57.92,0.001
4,0.9397959746526517,66.76682692307692,0.9397959746526517,0.0,0.0,0.0,1.0045302545547485,64.3,0.001
5,0.8631577921389175,69.54237891737891,0.8631577921389175,0.0,0.0,0.0,0.8921116309165955,68.74,0.001
6,0.8148664483996878,71.12713675213675,0.8148664483996878,0.0,0.0,0.0,0.9458151494979858,67.24,0.001
7,0.771703091102448,72.84989316239316,0.771703091102448,0.0,0.0,0.0,0.8302737928390503,71.84,0.001
8,0.7264045821635472,74.55039173789174,0.7264045821635472,0.0,0.0,0.0,0.7264452486038208,74.9,0.001
9,0.6903024583290784,75.99269943019944,0.6903024583290784,0.0,0.0,0.0,0.8653785776138305,70.2,0.001
10,0.6595061016388428,77.01433404558405,0.6595061016388428,0.0,0.0,0.0,1.097322409248352,65.28,0.001
11,0.6293084793790453,78.26967592592592,0.6293084793790453,0.0,0.0,0.0,0.6756791563034058,76.98,0.001
12,0.6079560445244835,79.02421652421653,0.6079560445244835,0.0,0.0,0.0,0.6587072259902954,77.48,0.001
13,0.586897983595177,79.8344017094017,0.586897983595177,0.0,0.0,0.0,0.6910131272315979,76.52,0.001
14,0.5614730545937845,80.67352207977208,0.5614730545937845,0.0,0.0,0.0,0.6526749915599823,77.66,0.001
15,0.5435217816775341,81.19658119658119,0.5435217816775341,0.0,0.0,0.0,0.5970763960838318,79.3,0.001
16,0.5255172078595881,81.8821225071225,0.5255172078595881,0.0,0.0,0.0,0.5876271494865417,80.12,0.001
17,0.5104406463284777,82.4764066951567,0.5104406463284777,0.0,0.0,0.0,0.8121268942832947,73.96,0.001
18,0.500028358905064,82.72124287749288,0.500028358905064,0.0,0.0,0.0,0.6029883709907532,80.04,0.001
19,0.4799623603155131,83.40900997150997,0.4799623603155131,0.0,0.0,0.0,0.5404538840293884,81.68,0.001
20,0.4667637782049315,83.9164886039886,0.4667637782049315,0.0,0.0,0.0,0.7097155152320862,78.24,0.001
21,0.4554031654300853,84.34383903133903,0.4554031654300853,0.0,0.0,0.0,0.5424278172492981,81.98,0.001
22,0.4480203891921247,84.65544871794872,0.4480203891921247,0.0,0.0,0.0,0.5489188368558884,81.12,0.001
23,0.43292671514202724,85.1428952991453,0.43292671514202724,0.0,0.0,0.0,0.641114142036438,79.18,0.001
24,0.4216746495150433,85.51237535612536,0.4216746495150433,0.0,0.0,0.0,0.5611320496559143,81.08,0.001
