epoch,train_loss,train_acc,ce_loss,orth_loss,coop_loss,aux_loss,val_loss,val_acc,lr
1,2.2786518151943502,42.78846153846154,1.5310850510230432,0.0,0.07796738018677106,5.035756443980073,1.6132696729660034,47.86,0.001
2,1.7755842616415431,57.64334045584046,1.1725376003827803,0.0,0.07278375629006628,4.068833433325135,1.2444590770721435,56.64,0.001
3,1.5448689328299627,63.86440527065527,1.007587199537163,0.0,0.0654386833862022,3.625503847741673,1.0510132675170898,61.3,0.001
4,1.397864617004014,68.01549145299145,0.9025629629776348,0.0,0.06674114183822588,3.346504969474597,1.0453105422973632,63.72,0.001
5,1.298284951098624,70.73094729344729,0.8315538697772555,0.0,0.06871660618360906,3.157351509458319,0.9850028366088868,67.02,0.001
6,1.2201073117065973,72.62731481481481,0.7766697967154348,0.0,0.06597386160467425,3.000232561361416,0.840841042804718,70.56,0.001
7,1.1512611437047648,74.4079415954416,0.7269424020055353,0.0,0.06970386338709426,2.8752607463771462,0.8300597999572754,69.94,0.001
8,1.095832940350231,75.98157051282051,0.6878175997835958,0.0,0.07144682300396454,2.7677334020620057,0.7586174470901489,74.0,0.001
9,1.041012241290166,77.48620014245014,0.6476678316749399,0.0,0.07667081325482099,2.673409824018125,0.9053876918792725,69.26,0.001
10,1.0011882450845506,78.25632122507122,0.619033017389455,0.0,0.0803589673972877,2.601274052576462,1.041533753299713,67.46,0.001
11,0.9679145909782149,79.61850071225071,0.5953898318642564,0.0,0.08092893604879026,2.537450898406852,0.7019344993591309,76.78,0.001
12,0.9326504579296818,80.27733262108262,0.5705127234642322,0.0,0.08392816425388695,2.4702035541887635,0.6337473358154296,78.04,0.001
13,0.9006647112702373,81.12535612535612,0.5466931516628319,0.0,0.0850315117768073,2.4164979773708897,0.7133221965312958,75.46,0.001
14,0.8674485919482348,81.92886396011396,0.5226246141470395,0.0,0.09421410358529485,2.3616358316861668,0.6329503161430359,79.18,0.001
15,0.8425032104182447,82.6255341880342,0.5038938689605463,0.0,0.09740750945871032,2.322333853129308,0.629505673122406,78.9,0.001
16,0.8270054147114442,82.71679131054131,0.4935175870728289,0.0,0.09568922718365987,2.2870448997557333,0.6862527578830719,76.96,0.001
17,0.8056773521282055,83.37339743589743,0.4790170135830882,0.0,0.09557534979279564,2.24145239167064,0.5650016294002533,80.16,0.001
18,0.7804290064719328,84.10122863247864,0.46008150827171457,0.0,0.10093794767333572,2.2029418622666275,0.6844955629825592,77.78,0.001
19,0.764571705689797,84.70441595441595,0.44940584371572206,0.0,0.10295444548639476,2.1697419559174453,0.596764798259735,80.18,0.001
20,0.7438791834900522,85.10950854700855,0.4343349464089103,0.0,0.10607757604020274,2.1343465649504267,0.7835371675491333,75.78,0.001
21,0.725400274805194,85.23860398860398,0.4208703700803284,0.0,0.11274313001211553,2.105361360430378,0.5346929549217224,82.16,0.001
22,0.7137300328821199,85.7905982905983,0.4121442273726151,0.0,0.11065774413085731,2.0843437634981594,0.5832040975570679,80.6,0.001
23,0.6976850862346823,86.0465633903134,0.40094624739936274,0.0,0.11773816196836977,2.0567509458954856,0.7636326190948486,76.78,0.001
24,0.6826329128524856,86.61413817663818,0.38986316098277046,0.0,0.1155941726220639,2.0288610611206446,0.5994534863471985,80.64,0.001
25,0.6627406853216665,87.2039707977208,0.37548144768785546,0.0,0.12421446614116005,1.9978711448843323,0.5090943850040436,83.1,0.001
26,0.656634575026667,87.08823005698005,0.3716199800924019,0.0,0.12301440392634128,1.9821068221687252,0.5676532926082611,81.42,0.001
27,0.641719116699322,87.50445156695157,0.3612333663932958,0.0,0.12225135069796841,1.951405814909867,0.5221100053787231,82.36,0.001
28,0.6291367249441283,87.89173789173789,0.35099114363010114,0.0,0.1289809259593996,1.940291073247578,0.5038221810817719,83.02,0.001
