epoch,train_loss,train_acc,ce_loss,orth_loss,coop_loss,aux_loss,val_loss,val_acc,lr
1,2.983741951803876,42.92423433048433,1.5242201782699325,0.0,0.03413837689619798,4.87076211111498,2.076014016342163,43.86,0.001
2,2.304456693494422,58.578169515669515,1.1507323306170625,0.0,0.026319933582914522,3.8501343618430983,1.0871917236328126,60.64,0.001
3,2.012127019061662,64.48094729344729,0.988792848892701,0.0,0.028116575842908983,3.4157998697710172,0.9982882938385009,63.44,0.001
4,1.8272165817412895,68.65874287749288,0.8870638116472467,0.0,0.030588233233177425,3.1389404932657876,0.9503224710464477,67.5,0.001
5,1.6959599521425035,71.3230056980057,0.8146752144536401,0.0,0.035395237625154674,2.9435148755369704,0.9322744365692138,69.4,0.001
6,1.6015387610492544,73.0324074074074,0.7645890829909561,0.0,0.03292591992946092,2.795319820061708,0.7779683172225952,72.28,0.001
7,1.520784246955502,74.82861467236468,0.7185039345355455,0.0,0.037642670492840626,2.680541367951961,0.8421731335639954,70.12,0.001
8,1.4430871838518018,76.49795227920228,0.6749665905267764,0.0,0.04075653600556898,2.567194629598547,0.7094059212684631,75.36,0.001
9,1.3800086891888892,77.87793803418803,0.6385632713465949,0.0,0.04431127593388245,2.4788698481019065,0.9139822901725769,68.96,0.001
10,1.33111339790529,78.67254273504274,0.6122801444808982,0.0,0.043320881760018505,2.4033309095605486,1.0213643659591676,67.62,0.001
11,1.2825530361585806,79.82995014245014,0.5838395560059453,0.0,0.04754701587888929,2.3369693470816326,0.6754944418907165,77.8,0.001
12,1.2358249264564949,80.88051994301995,0.5598611745059999,0.0,0.0495037341389561,2.2614630487909344,0.69088647274971,76.98,0.001
13,1.2046101387070116,81.15874287749288,0.541855989443271,0.0,0.05055795834954308,2.2176067224594944,0.776403697347641,74.34,0.001
14,1.1566706423745876,82.37179487179488,0.5131402580316929,0.0,0.05456936316952067,2.1541960864325196,0.5732139993667602,80.28,0.001
15,1.1283343925095692,82.95495014245014,0.49810294947053635,0.0,0.055209966466637415,2.1099730570431787,0.6332799209594726,79.54,0.001
16,1.1011163242522128,83.38897792022792,0.4825740046480782,0.0,0.056649323627140445,2.0712492024457014,0.6473365483283997,78.28,0.001
17,1.0750748562676955,83.78739316239316,0.4685090657992241,0.0,0.05827484375391251,2.0315983577331584,0.603226760673523,79.66,0.001
18,1.050681183480809,84.50632122507122,0.45393112127767327,0.0,0.0632370691268872,1.9997063005751694,0.604842904663086,80.18,0.001
19,1.023570721475487,84.93367165242165,0.43940226160562956,0.0,0.061669475502438016,1.9575063513215112,0.5297387261867523,82.22,0.001
20,1.0016867655974169,85.3320868945869,0.4271105170844287,0.0,0.06601558837965343,1.9262566875528406,0.6042723302841186,80.46,0.001
21,0.9812634656911562,85.4789886039886,0.4161444000284217,0.0,0.06656700419394719,1.8948246420618475,0.5002712667942047,82.92,0.001
22,0.9617984564895303,86.08885327635328,0.4048082054595322,0.0,0.06753382209868852,1.867889726263845,0.6093540184020996,79.6,0.001
23,0.9417076144802604,86.42494658119658,0.3920960891620386,0.0,0.07206070890114179,1.8440484596453501,0.5358496234416962,82.38,0.001
24,0.923259104758586,86.9747150997151,0.3820412545292466,0.0,0.07133148326153768,1.815948008472084,0.5970905641555786,81.02,0.001
25,0.9022217160276538,87.30413105413105,0.3694582777655023,0.0,0.07313413251499165,1.7880670813753394,0.5249922173500061,82.38,0.001
26,0.8929460778874889,87.21955128205128,0.3667432475633431,0.0,0.07217420327697384,1.7660383974385059,0.6375353542327881,81.68,0.001
27,0.8729958498579824,87.7960292022792,0.35368963643016976,0.0,0.0748257040977478,1.7434915840795577,0.5329169604301452,82.42,0.0005
28,0.7614497044826845,89.93945868945869,0.28883845789989515,0.0,0.08845287688776977,1.5901129103114462,0.4042972942829132,86.8,0.0005
