epoch,train_loss,train_acc,ce_loss,orth_loss,val_loss,val_acc,lr
1,1.4284433657966789,47.409188034188034,1.4284433657966789,0.0,1.1691737106323241,58.74,0.001
2,1.0215724261737618,63.31018518518518,1.0215724261737618,0.0,0.9651869836807251,65.66,0.001
3,0.8669809665095772,69.19070512820512,0.8669809665095772,0.0,0.8284997806549073,70.46,0.001
4,0.7611302640023734,73.31508190883191,0.7611302640023734,0.0,0.8524804334640503,70.86,0.001
5,0.6697771520356507,76.91639957264957,0.6697771520356507,0.0,0.9185022190093994,69.76,0.001
6,0.6024349202797283,79.1889245014245,0.6024349202797283,0.0,0.6904227974414825,76.62,0.001
7,0.5612647502001195,80.83600427350427,0.5612647502001195,0.0,0.7121214609146118,77.3,0.001
8,0.5179227784148648,82.3272792022792,0.5179227784148648,0.0,0.622373158454895,79.66,0.001
9,0.4860316956484759,83.51139601139602,0.4860316956484759,0.0,0.6476322877883911,78.4,0.001
10,0.46265959701476955,84.20138888888889,0.46265959701476955,0.0,0.6260559361457825,79.18,0.001
11,0.43763012445380545,85.00267094017094,0.43763012445380545,0.0,0.49586732120513916,82.98,0.001
12,0.4116805368593955,85.83956552706553,0.4116805368593955,0.0,0.6038674671173095,80.46,0.001
13,0.3994797027518607,86.20459401709402,0.3994797027518607,0.0,0.49408382415771485,83.72,0.001
14,0.38881471421983504,86.71207264957265,0.38881471421983504,0.0,0.4168302535057068,85.72,0.001
15,0.36654395497592424,87.40874287749288,0.36654395497592424,0.0,0.6754543250083923,78.68,0.001
16,0.3538106332647155,87.93625356125357,0.3538106332647155,0.0,0.4658836820602417,84.86,0.001
17,0.3358285361715192,88.48379629629629,0.3358285361715192,0.0,0.4346982034683228,85.78,0.001
18,0.32735772762033677,88.88221153846153,0.32735772762033677,0.0,0.4092011566162109,85.78,0.001
19,0.31699869915460926,89.19604700854701,0.31699869915460926,0.0,0.4325173544883728,85.26,0.001
20,0.3042279254761856,89.48985042735043,0.3042279254761856,0.0,0.47789560585021973,84.96,0.001
21,0.29677238822662594,89.76807336182337,0.29677238822662594,0.0,0.4978865101337433,83.5,0.001
22,0.28961970081865956,90.17539173789174,0.28961970081865956,0.0,0.412257018661499,86.52,0.001
23,0.28044164439721664,90.35122863247864,0.28044164439721664,0.0,0.39284971137046815,87.2,0.001
24,0.2744450552595986,90.72516025641026,0.2744450552595986,0.0,0.5415106896400451,83.32,0.001
25,0.2623232122500058,90.99225427350427,0.2623232122500058,0.0,0.3920744699478149,86.88,0.001
26,0.25280072013621996,91.30608974358974,0.25280072013621996,0.0,0.4289244835853577,85.86,0.001
27,0.25388094014421825,91.31721866096866,0.25388094014421825,0.0,0.444804944896698,86.32,0.001
28,0.24899631341722955,91.36841168091168,0.24899631341722955,0.0,0.42802966418266297,86.46,0.001
29,0.2358150540338962,91.86698717948718,0.2358150540338962,0.0,0.3977468318939209,86.88,0.001
30,0.23026484790181162,92.1073717948718,0.23026484790181162,0.0,0.5322537143707275,83.96,0.001
31,0.22738500712094484,92.09401709401709,0.22738500712094484,0.0,0.44042226085662844,86.16,0.0005
32,0.1720956574456814,94.06160968660969,0.1720956574456814,0.0,0.359213649559021,88.96,0.0005
33,0.15289223178202271,94.75160256410257,0.15289223178202271,0.0,0.4025682708740234,87.94,0.0005
34,0.14952192708128198,94.8673433048433,0.14952192708128198,0.0,0.43163627676963806,87.18,0.0005
35,0.14371507820750234,95.03872863247864,0.14371507820750234,0.0,0.3855646026611328,88.42,0.0005
36,0.13908124882780928,95.17227564102564,0.13908124882780928,0.0,0.387216965675354,88.34,0.0005
37,0.1375960217963936,95.14779202279202,0.1375960217963936,0.0,0.3735714149475098,88.88,0.0005
38,0.13449933203176045,95.36814458689459,0.13449933203176045,0.0,0.35594752082824704,89.16,0.0005
39,0.1280820833206007,95.6352386039886,0.1280820833206007,0.0,0.4049019645214081,87.96,0.0005
40,0.12730869828083916,95.59294871794872,0.12730869828083916,0.0,0.431285511302948,88.36,0.0005
41,0.12449123261448665,95.63301282051282,0.12449123261448665,0.0,0.42136612033843995,88.04,0.0005
42,0.11985200940713583,95.79994658119658,0.11985200940713583,0.0,0.449179243183136,87.3,0.0005
43,0.11834594068725054,95.8644943019943,0.11834594068725054,0.0,0.3989300300598145,89.08,0.0005
44,0.11537791820418121,95.96020299145299,0.11537791820418121,0.0,0.4002822322845459,88.92,0.00025
45,0.08897941858849974,96.95067663817663,0.08897941858849974,0.0,0.36562519283294675,90.02,0.00025
46,0.07679047523082322,97.46483262108262,0.07679047523082322,0.0,0.39049483222961423,89.82,0.00025
47,0.07428031941966029,97.49154202279202,0.07428031941966029,0.0,0.36988252582550046,90.32,0.00025
48,0.07218063514987458,97.59170227920228,0.07218063514987458,0.0,0.38079721641540526,90.24,0.00025
49,0.0704559983229238,97.55831552706553,0.0704559983229238,0.0,0.39296718864440916,89.74,0.00025
50,0.06982463688464925,97.58502492877493,0.06982463688464925,0.0,0.40880590057373045,89.46,0.000125
51,0.0570198807552287,98.0724715099715,0.0570198807552287,0.0,0.3676103233337402,90.44,0.000125
52,0.05050989474697925,98.34179131054131,0.05050989474697925,0.0,0.382897088432312,90.46,0.000125
53,0.04771749823595638,98.41301638176638,0.04771749823595638,0.0,0.4014897563934326,90.12,0.000125
54,0.04941612829393217,98.33956552706553,0.04941612829393217,0.0,0.40160776710510254,90.36,0.000125
55,0.04659612621698114,98.47088675213675,0.04659612621698114,0.0,0.41471231803894043,90.1,0.000125
56,0.045313764279947065,98.52207977207978,0.045313764279947065,0.0,0.4094949100494385,90.24,6.25e-05
57,0.041624350893839215,98.6244658119658,0.041624350893839215,0.0,0.4009094856262207,90.34,6.25e-05
58,0.0381585790422822,98.73798076923077,0.0381585790422822,0.0,0.4045449197769165,90.48,6.25e-05
59,0.037556234366417016,98.78472222222223,0.037556234366417016,0.0,0.406622269821167,90.36,6.25e-05
60,0.037003959257797765,98.79139957264957,0.037003959257797765,0.0,0.41128206062316897,90.7,6.25e-05
61,0.0346817533934006,98.87152777777777,0.0346817533934006,0.0,0.4115767805099487,90.4,6.25e-05
62,0.03439847465095102,98.89823717948718,0.03439847465095102,0.0,0.41472774982452393,90.2,3.125e-05
63,0.03400091395283548,98.88488247863248,0.03400091395283548,0.0,0.41470573596954347,90.54,3.125e-05
64,0.03152258810388227,98.98281695156695,0.03152258810388227,0.0,0.4114886302947998,90.44,3.125e-05
65,0.032716947276028474,98.96055911680912,0.032716947276028474,0.0,0.40837087383270265,90.52,3.125e-05
66,0.03244027746854578,98.95833333333333,0.03244027746854578,0.0,0.4119286325454712,90.54,3.125e-05
67,0.028110135292257594,99.14307336182337,0.028110135292257594,0.0,0.40936273097991943,90.82,3.125e-05
68,0.029804810804667806,99.0429131054131,0.029804810804667806,0.0,0.4121105953216553,90.72,1.5625e-05
69,0.028323466382772156,99.08742877492878,0.028323466382772156,0.0,0.4133626319885254,90.84,1.5625e-05
70,0.027366588251702382,99.08742877492878,0.027366588251702382,0.0,0.4125161008834839,90.78,1.5625e-05
71,0.02835443508983762,99.0985576923077,0.02835443508983762,0.0,0.4157280658721924,90.84,1.5625e-05
72,0.0272872621250575,99.14529914529915,0.0272872621250575,0.0,0.4184528377532959,90.6,1.5625e-05
73,0.027385597595509854,99.1519764957265,0.027385597595509854,0.0,0.4151347490310669,90.68,1.5625e-05
74,0.029279219709997438,99.03623575498575,0.029279219709997438,0.0,0.41628441104888914,90.76,7.8125e-06
75,0.02753859617153018,99.11636396011396,0.02753859617153018,0.0,0.41725616607666016,90.78,7.8125e-06
76,0.026049169376121034,99.18091168091168,0.026049169376121034,0.0,0.41999875679016113,90.74,7.8125e-06
77,0.02722928938097679,99.10300925925925,0.02722928938097679,0.0,0.42068781566619873,90.7,7.8125e-06
78,0.02610407621756281,99.2053952991453,0.02610407621756281,0.0,0.4185462097167969,90.74,7.8125e-06
79,0.026892949735475145,99.14307336182337,0.026892949735475145,0.0,0.4175576583862305,90.88,7.8125e-06
80,0.026480079985401483,99.16087962962963,0.026480079985401483,0.0,0.41718197860717776,90.86,3.90625e-06
